commit	val_bpb	size_bytes	size_ok	status	param_changes	description
ed4be84	2.10588407	15944384	yes	discard	TTT_ENABLE=1 TTT_PROTOCOL=score_first TTT_SCOPE=global TTT_EPOCHS=1 TTT_LR=0.002 TTT_MOMENTUM=0.9 TTT_CHUNK_TOKENS=32768 TTT_CV_CARRIER_RANK=0 TTT_PARAM_PATTERNS=blocks.8.attn_scale,blocks.8.mlp_scale XSA_LAST_N=9 EVAL_STRIDE=64 EMA_ENABLED=1 WARMDOWN_ITERS=3500 GRAD_CLIP_NORM=1.0	Matched adapting score-first probe on the promoted all-layer XSA substrate; logs confirmed real legal adaptation (adapted_chunks=1892, update_steps=968704, stride_active=1), artifact stayed valid at 15944384 bytes, but final post-quant val_bpb regressed by 0.93215875 vs the matched r62 anchor and 0.93130716 vs the plain r61 keep, so the exact write surface is discarded.
ed4be84	1.17366108	15926537	yes	keep	TTT_ENABLE=1 TTT_PROTOCOL=score_first TTT_SCOPE=global TTT_EPOCHS=0 TTT_LR=0.002 TTT_MOMENTUM=0.9 TTT_CHUNK_TOKENS=32768 TTT_CV_CARRIER_RANK=0 TTT_PARAM_PATTERNS=blocks.8.attn_scale XSA_LAST_N=9 EVAL_STRIDE=64 EMA_ENABLED=1 WARMDOWN_ITERS=3500	Narrowed single-surface no-update anchor on the promoted all-layer XSA substrate; logs persist adapted_chunks=0, update_steps=0, and stride_active=1, and final post-quant val_bpb lands at 1.17366108, improving 0.00006424 over r62 and 0.00091583 over plain r61 while shrinking the artifact by 5419 bytes versus r62, so this becomes the new authoritative no-update reference before the matched adapting attn_scale probe.
ed4be84	2.17269720	15952245	yes	discard	TTT_ENABLE=1 TTT_PROTOCOL=score_first TTT_SCOPE=global TTT_EPOCHS=1 TTT_LR=0.002 TTT_MOMENTUM=0.9 TTT_CHUNK_TOKENS=32768 TTT_CV_CARRIER_RANK=0 TTT_PARAM_PATTERNS=blocks.8.attn_scale XSA_LAST_N=9 EVAL_STRIDE=64 EMA_ENABLED=1 WARMDOWN_ITERS=3500 GRAD_CLIP_NORM=1.0	Matched adapting single-surface attn_scale probe on the promoted all-layer XSA substrate; logs confirmed real legal adaptation twice (adapted_chunks=1892, update_steps=968704, stride_active=1), artifact stayed valid at 15952245 bytes, but final post-quant val_bpb regressed by 0.99903612 vs the matched r64 anchor, 0.99812029 vs the plain r61 keep, and 0.06681313 vs the broader-surface adapting discard r63, so narrowing to blocks.8.attn_scale alone does not rescue existing-control TTT and this line is discarded.
ed4be84	1.17456530	15935380	yes	keep	TTT_ENABLE=1 TTT_PROTOCOL=score_first TTT_SCOPE=global TTT_EPOCHS=0 TTT_LR=0.002 TTT_MOMENTUM=0.9 TTT_CHUNK_TOKENS=32768 TTT_CV_CARRIER_RANK=0 TTT_PARAM_PATTERNS=blocks.8.mlp_scale XSA_LAST_N=9 EVAL_STRIDE=64 EMA_ENABLED=1 WARMDOWN_ITERS=3500	Alternate single-surface no-update anchor on the promoted all-layer XSA substrate; logs persist adapted_chunks=0, update_steps=0, and stride_active=1, and final post-quant val_bpb lands at 1.17456530. That is 0.00090422 worse than r64 but 0.00001161 better than plain r61 at 15935380 bytes, so the mlp_scale harness stays near-baseline and earns the matched adapting probe next cycle while r64 remains the overall best local reference.
ed4be84	2.11810269	15949150	yes	discard	TTT_ENABLE=1 TTT_PROTOCOL=score_first TTT_SCOPE=global TTT_EPOCHS=1 TTT_LR=0.002 TTT_MOMENTUM=0.9 TTT_CHUNK_TOKENS=32768 TTT_CV_CARRIER_RANK=0 TTT_PARAM_PATTERNS=blocks.8.mlp_scale XSA_LAST_N=9 EVAL_STRIDE=64 EMA_ENABLED=1 WARMDOWN_ITERS=3500 GRAD_CLIP_NORM=1.0	Matched adapting single-surface mlp_scale probe on the promoted all-layer XSA substrate; logs confirm real legal adaptation (adapted_chunks=1892, update_steps=968704, stride_active=1) and a valid 15949150-byte artifact, but pre-quant already collapses to 2.1055 and final post-quant lands at 2.11810269, which is 0.94353739 worse than the matched r66 anchor and 0.94444161 worse than best r64. It is 0.05459451 better than the narrower attn_scale failure r65 but still 0.01221862 worse than the broader r63 failure, so existing-control mlp_scale adaptation is also closed and future TTT work should move to a dedicated low-byte adaptive surface instead of another core-block rewrite.
ed4be84	1.17464072	15948132	yes	keep	TTT_ENABLE=1 TTT_PROTOCOL=score_first TTT_SCOPE=global TTT_EPOCHS=0 TTT_LR=0.002 TTT_MOMENTUM=0.9 TTT_CHUNK_TOKENS=32768 TTT_CV_CARRIER_RANK=2 TTT_PARAM_PATTERNS=blocks.8.attn.c_v_carrier. XSA_LAST_N=9 EVAL_STRIDE=64 EMA_ENABLED=1 WARMDOWN_ITERS=3500	Fresh rank-2 FastWeightCarrier no-update anchor on the promoted all-layer XSA substrate; logs confirm matched_params=1536 with adapted_chunks=0, update_steps=0, and stride_active=1, and final post-quant val_bpb lands at 1.17464072, which is 0.00097964 worse than best r64 but 0.00233126 better than the older XSA-last3 carrier anchor r47, so the dedicated carrier surface now passes the near-baseline gate and earns the matched adapting probe next cycle.
ed4be84	2.12305747	15949909	yes	discard	TTT_ENABLE=1 TTT_PROTOCOL=score_first TTT_SCOPE=global TTT_EPOCHS=1 TTT_LR=0.001 TTT_MOMENTUM=0.9 TTT_CHUNK_TOKENS=32768 TTT_CV_CARRIER_RANK=2 TTT_PARAM_PATTERNS=blocks.8.attn.c_v_carrier. XSA_LAST_N=9 EVAL_STRIDE=64 EMA_ENABLED=1 WARMDOWN_ITERS=3500	Matched adapting rank-2 FastWeightCarrier probe on the promoted all-layer XSA substrate with lower LR; logs confirm real legal adaptation twice (matched_params=1536, adapted_chunks=1892, update_steps=968704, stride_active=1) and a valid 15949909-byte artifact, but pre-quant already collapses to 2.1191 and final post-quant lands at 2.12305747, which is 0.94841675 worse than the matched r68 anchor and 0.94939639 worse than best r64, so the exact rank-2 plain-SGD carrier line closes and the next env-only rescue, if any, should be a rank-1 anchor rather than another rank-2 adapting rerun.
ed4be84	1.17495154	15946190	yes	keep	TTT_ENABLE=1 TTT_PROTOCOL=score_first TTT_SCOPE=global TTT_EPOCHS=0 TTT_LR=0.001 TTT_MOMENTUM=0.9 TTT_CHUNK_TOKENS=32768 TTT_CV_CARRIER_RANK=1 TTT_PARAM_PATTERNS=blocks.8.attn.c_v_carrier. XSA_LAST_N=9 EVAL_STRIDE=64 EMA_ENABLED=1 WARMDOWN_ITERS=3500	Rank-1 FastWeightCarrier no-update rescue anchor on the promoted all-layer XSA substrate with lower LR; logs confirm matched_params=768 with adapted_chunks=0, update_steps=0, and stride_active=1, and final post-quant val_bpb lands at 1.17495154. That is 0.00129046 worse than best r64, 0.00031082 worse than the rank-2 anchor r68, and 0.00037463 worse than plain r61, but it stays within the 0.0015 near-baseline gate at 15946190 bytes with 53810 bytes of headroom, so this becomes the matched rank-1 no-update reference for one final adapting rescue while promoted ed4be84 remains unchanged.
ed4be84	2.11417331	15944673	yes	discard	TTT_ENABLE=1 TTT_PROTOCOL=score_first TTT_SCOPE=global TTT_EPOCHS=1 TTT_LR=0.001 TTT_MOMENTUM=0.9 TTT_CHUNK_TOKENS=32768 TTT_CV_CARRIER_RANK=1 TTT_PARAM_PATTERNS=blocks.8.attn.c_v_carrier. XSA_LAST_N=9 EVAL_STRIDE=64 EMA_ENABLED=1 WARMDOWN_ITERS=3500 GRAD_CLIP_NORM=1.0	Matched adapting rank-1 FastWeightCarrier rescue probe on the promoted all-layer XSA substrate with lower LR; logs confirm real legal adaptation twice (matched_params=768, adapted_chunks=1892, update_steps=968704, stride_active=1) and a valid 15944673-byte artifact, but pre-quant already collapses to 2.1010 and final post-quant lands at 2.11417331, which is 0.93922177 worse than the matched r70 anchor, 0.94051223 worse than best r64, and 0.00888416 better than the rank-2 failure r69, so the last env-only plain-SGD carrier rescue also closes and the next cycle should pivot to a code-changing TTT optimizer or surface rewrite rather than another carrier rank or LR sweep.
d4f1bc7	2.25739178	15942837	yes	discard	code: bounded Muon TTT optimizer; TTT_ENABLE=1 TTT_PROTOCOL=score_first TTT_SCOPE=global TTT_EPOCHS=1 TTT_LR=0.00025 TTT_MOMENTUM=0.9 TTT_OPTIMIZER=muon TTT_MUON_BACKEND_STEPS=5 TTT_DELTA_BUDGET_RATIO=0.1 TTT_CHUNK_TOKENS=32768 TTT_CV_CARRIER_RANK=1 TTT_PARAM_PATTERNS=blocks.8.attn.c_v_carrier. XSA_LAST_N=9 EVAL_STRIDE=64 EMA_ENABLED=1 WARMDOWN_ITERS=3500 GRAD_CLIP_NORM=1.0	Candidate branch replacing plain-SGD TTT with bounded Muon on the rank-1 FastWeightCarrier surface; logs confirm legal adaptation twice (adapted_chunks=1892, update_steps=968704, stride_active=1) and a valid 15942837-byte artifact, but pre-quant regresses to 2.2423 and final post-quant lands at 2.25739178, which is 0.14321847 worse than r71, 1.08244024 worse than the matched r70 anchor, and 1.08373070 worse than best r64 while also stretching each score-first eval past 11.66M ms, so the branch stays archived and the next optimizer rewrite should pivot away from exact Muon-on-carrier updates.
5430230	1.17553922	15943958	yes	anchor	code: reset optimizer state per score-first chunk; TTT_ENABLE=1 TTT_PROTOCOL=score_first TTT_SCOPE=global TTT_EPOCHS=0 TTT_LR=0.001 TTT_MOMENTUM=0.9 TTT_RESET_OPT_STATE_PER_CHUNK=1 TTT_CHUNK_TOKENS=32768 TTT_CV_CARRIER_RANK=1 TTT_PARAM_PATTERNS=blocks.8.attn.c_v_carrier. XSA_LAST_N=9 EVAL_STRIDE=64 EMA_ENABLED=1 WARMDOWN_ITERS=3500	Candidate branch gating a banked-momentum-style carrier path by resetting TTT optimizer state before each score-first chunk while keeping the rank-1 FastWeightCarrier surface. Logs persist reset_opt_state_per_chunk=1 together with matched_params=768, adapted_chunks=0, update_steps=0, and stride_active=1, and the final post-quant val_bpb lands at 1.17553922 with a valid 15943958-byte artifact. That is 0.00058768 worse than the matched r70 anchor and 0.00187814 worse than best r64, but it shrinks the artifact by 2232 bytes versus r70 and stays near-baseline, so the branch earns one matched adapting run next cycle while promoted ed4be84 remains unchanged.
5430230	2.23678186	15937900	yes	discard	code: reset optimizer state per score-first chunk; TTT_ENABLE=1 TTT_PROTOCOL=score_first TTT_SCOPE=global TTT_EPOCHS=1 TTT_LR=0.001 TTT_MOMENTUM=0.9 TTT_RESET_OPT_STATE_PER_CHUNK=1 TTT_CHUNK_TOKENS=32768 TTT_CV_CARRIER_RANK=1 TTT_PARAM_PATTERNS=blocks.8.attn.c_v_carrier. XSA_LAST_N=9 EVAL_STRIDE=64 EMA_ENABLED=1 WARMDOWN_ITERS=3500 GRAD_CLIP_NORM=1.0	Candidate branch keeping the chunk-reset score-first carrier rewrite and turning matched adaptation back on; logs confirm real legal adaptation twice with matched_params=768, adapted_chunks=1892, update_steps=968704, stride_active=1, reset_opt_state_per_chunk=1, and xsa:last_n:9, and the artifact stays valid at 15937900 bytes. Pre-quant already collapses to 2.2190 and final post-quant lands at 2.23678186, which is 1.06124264 worse than the matched r73 anchor, 1.06312078 worse than best r64, and 0.12260855 worse than the plain-SGD rank-1 failure r71 while only 0.02060992 better than bounded Muon r72, so the exact reset-only carrier rewrite is closed and the branch stays archived.
9c30c99	1.17679366	15947144	yes	anchor	code: banked TTT optimizer state carry; TTT_ENABLE=1 TTT_PROTOCOL=score_first TTT_SCOPE=global TTT_EPOCHS=0 TTT_LR=0.001 TTT_MOMENTUM=0.9 TTT_OPT_STATE_BANKS=8 TTT_CHUNK_TOKENS=32768 TTT_CV_CARRIER_RANK=1 TTT_PARAM_PATTERNS=blocks.8.attn.c_v_carrier. XSA_LAST_N=9 EVAL_STRIDE=64 EMA_ENABLED=1 WARMDOWN_ITERS=3500 GRAD_CLIP_NORM=1.0	Candidate branch replacing single-stream carrier momentum with banked score-first optimizer state carry on the rank-1 FastWeightCarrier surface. Logs confirm the no-update gate stayed legal with matched_params=768, adapted_chunks=0, update_steps=0, stride_active=1, opt_state_banks=8, state_carry:banked, and xsa:last_n:9, and the artifact stays valid at 15947144 bytes. Final post-quant val_bpb lands at 1.17679366, which is 0.00125444 worse than the chunk-reset anchor r73, 0.00184212 worse than the plain rank-1 anchor r70, and 0.00313258 worse than best r64, so the exact state-banked carry rewrite fails the no-update gate and does not earn a matched adapting run; the branch stays archived.
f8005bc	1.17394549	15960289	yes	anchor	code: optional value-embedding bridge; VE_ENABLED=1 VE_DIM=12 VE_LAYERS=8 TTT_ENABLE=1 TTT_PROTOCOL=score_first TTT_SCOPE=global TTT_EPOCHS=0 TTT_LR=0.002 TTT_MOMENTUM=0.9 TTT_CHUNK_TOKENS=32768 TTT_PARAM_PATTERNS=ve_shared.scale,ve_layer_scales XSA_LAST_N=9 EVAL_STRIDE=64 EMA_ENABLED=1 WARMDOWN_ITERS=3500	Minimal VE scale-only no-update anchor on a fresh candidate branch; logs confirm ve:enabled=True dim:12 active_layers:[8], matched_params=2, adapted_chunks=0, update_steps=0, and stride_active=1. Final post-quant val_bpb lands at 1.17394549 with a valid 15960289-byte artifact, which is 0.00028441 worse than best r64 but 0.00063142 better than plain r61 and 0.00209465 better than the older VE bridge r60, so the branch stays unmerged for now and earns one matched adapting VE-scales-only follow-up next cycle.
f8005bc	2.11311309	15976965	yes	discard	code: optional value-embedding bridge; VE_ENABLED=1 VE_DIM=12 VE_LAYERS=8 TTT_ENABLE=1 TTT_PROTOCOL=score_first TTT_SCOPE=global TTT_EPOCHS=1 TTT_LR=0.002 TTT_MOMENTUM=0.9 TTT_CHUNK_TOKENS=32768 TTT_PARAM_PATTERNS=ve_shared.scale,ve_layer_scales XSA_LAST_N=9 EVAL_STRIDE=64 EMA_ENABLED=1 WARMDOWN_ITERS=3500 GRAD_CLIP_NORM=1.0	Matched adapting VE scale-only follow-up on `candidate/mar27/ve-scales-l8-d12`; logs confirm ve:enabled=True dim:12 active_layers:[8], matched_params=2, adapted_chunks=1892, update_steps=968704, and stride_active=1. Pre-quant already collapses to 2.1050 and the final post-quant roundtrip lands at 2.11311309 with a still-valid 15976965-byte artifact, which is 0.93916760 worse than matched r76 and 0.93945201 worse than best r64, so the exact VE12 scale-only score-first adapting line closes and the branch stays archived pending a material VE surface or update-rule rewrite.
356fc32	1.17353119	15967622	yes	promote	code: VE local-only layer scales; VE_ENABLED=1 VE_DIM=12 VE_LAYERS=8 TTT_ENABLE=1 TTT_PROTOCOL=score_first TTT_SCOPE=global TTT_EPOCHS=0 TTT_LR=0.002 TTT_MOMENTUM=0.9 TTT_CHUNK_TOKENS=32768 TTT_PARAM_PATTERNS=ve_layer_scales XSA_LAST_N=9 EVAL_STRIDE=64 EMA_ENABLED=1 WARMDOWN_ITERS=3500	Candidate branch fixing the shared VE bridge amplitude and leaving only local `ve_layer_scales` on layer 8 as the score-first surface. Logs confirm ve:enabled=True dim:12 active_layers:[8] shared_scale:fixed0.1001, matched_params=1, adapted_chunks=0, update_steps=0, and stride_active=1. Final post-quant val_bpb lands at 1.17353119 with a valid 15967622-byte artifact, improving best r64 by 0.00012989 and the older VE anchor r76 by 0.00041430, so the branch earns promotion and becomes the new reference before the matched adapting 1-param VE probe.
356fc32	2.12725907	15975943	yes	discard	TTT_ENABLE=1 TTT_PROTOCOL=score_first TTT_SCOPE=global TTT_EPOCHS=1 TTT_LR=0.002 TTT_MOMENTUM=0.9 TTT_CHUNK_TOKENS=32768 TTT_PARAM_PATTERNS=ve_layer_scales VE_ENABLED=1 VE_DIM=12 VE_LAYERS=8 XSA_LAST_N=9 EVAL_STRIDE=64 EMA_ENABLED=1 WARMDOWN_ITERS=3500 GRAD_CLIP_NORM=1.0	Matched adapting 1-param VE local-only probe on promoted `356fc32`; logs confirm real legal adaptation twice on `ve_layer_scales` with matched_params=1, adapted_chunks=1892, update_steps=968704, and stride_active=1, but pre-quant already collapses to 2.1168 and final post-quant lands at 2.12725907, which is 0.95372788 worse than promoted r78 while staying valid at 15975943 bytes with only 24057 bytes of headroom, so the exact plain-SGD local-only VE line is closed and the next cycle should pivot to a code-changing clipped/log-parameterized VE update or another bank-local adaptive surface.
1bd7c9b	1.17309950	15968741	yes	promote	code: delta-clipped TTT updates; VE_ENABLED=1 VE_DIM=12 VE_LAYERS=8 TTT_ENABLE=1 TTT_PROTOCOL=score_first TTT_SCOPE=global TTT_EPOCHS=0 TTT_LR=0.002 TTT_MOMENTUM=0.9 TTT_CHUNK_TOKENS=32768 TTT_PARAM_PATTERNS=ve_layer_scales TTT_DELTA_BUDGET_RATIO=0.10 XSA_LAST_N=9 EVAL_STRIDE=64 EMA_ENABLED=1 WARMDOWN_ITERS=3500	Candidate branch clamps cumulative TTT parameter delta norm relative to the initial values while keeping the 1-param local `ve_layer_scales` surface unchanged. Logs confirm `delta_budget_ratio:0.100` together with matched_params=1, adapted_chunks=0, update_steps=0, stride_active=1, active_layers:[8], and xsa:last_n:9; the final post-quant val_bpb lands at 1.17309950 with a valid 15968741-byte artifact, improving promoted r78 by 0.00043169 and best old r64 by 0.00056158, so the branch is promoted and becomes the new reference before the matched adapting delta-clipped follow-up.
1bd7c9b	2.13337643	15980955	yes	discard	TTT_ENABLE=1 TTT_PROTOCOL=score_first TTT_SCOPE=global TTT_EPOCHS=1 TTT_LR=0.002 TTT_MOMENTUM=0.9 TTT_CHUNK_TOKENS=32768 TTT_PARAM_PATTERNS=ve_layer_scales VE_ENABLED=1 VE_DIM=12 VE_LAYERS=8 TTT_DELTA_BUDGET_RATIO=0.10 XSA_LAST_N=9 EVAL_STRIDE=64 EMA_ENABLED=1 WARMDOWN_ITERS=3500 GRAD_CLIP_NORM=1.0	Matched adapting delta-clipped local-only VE probe on promoted `1bd7c9b`; logs confirm real legal adaptation with matched_params=1, adapted_chunks=1892, update_steps=968704, stride_active=1, delta_budget_ratio=0.100, active_layers:[8], and xsa:last_n:9. Pre-quant already collapses to 2.1225 and the final post-quant int8+zlib roundtrip lands at 2.13337643 with a valid 15980955-byte artifact, which is 0.96027693 worse than matched r80 and the prior best global. This closes the exact delta-clipped env-only VE adapting line; the next branch should pivot to log-parameterized VE updates, learned update-scale/clamp surfaces, or bank-local adaptive matrices rather than another identical env-only rerun.
69e8be8	1.17333784	15966165	yes	anchor	code: log-parameterized VE local-only layer scale; VE_ENABLED=1 VE_DIM=12 VE_LAYERS=8 TTT_ENABLE=1 TTT_PROTOCOL=score_first TTT_SCOPE=global TTT_EPOCHS=0 TTT_LR=0.002 TTT_MOMENTUM=0.9 TTT_CHUNK_TOKENS=32768 TTT_PARAM_PATTERNS=ve_layer_scales TTT_DELTA_BUDGET_RATIO=0.10 XSA_LAST_N=9 EVAL_STRIDE=64 EMA_ENABLED=1 WARMDOWN_ITERS=3500	Candidate branch reparameterizing the 1-param local `ve_layer_scales` surface in log-space while keeping the delta-clipped score-first harness unchanged. Logs confirm `scale_mode:log_exp` together with matched_params=1, adapted_chunks=0, update_steps=0, stride_active=1, active_layers:[8], and xsa:last_n:9. Pre-quant improves to 1.1661 and the artifact shrinks to 15966165 bytes, but the final post-quant int8+zlib roundtrip lands at 1.17333784, which is 0.00023834 worse than promoted r80 despite 2576 fewer bytes, so the branch stays unmerged while earning one matched adapting follow-up.
69e8be8	2.10794132	15975850	yes	discard	code: log-parameterized VE local-only layer scale; TTT_ENABLE=1 TTT_PROTOCOL=score_first TTT_SCOPE=global TTT_EPOCHS=1 TTT_LR=0.002 TTT_MOMENTUM=0.9 TTT_CHUNK_TOKENS=32768 TTT_PARAM_PATTERNS=ve_layer_scales VE_ENABLED=1 VE_DIM=12 VE_LAYERS=8 TTT_DELTA_BUDGET_RATIO=0.10 XSA_LAST_N=9 EVAL_STRIDE=64 EMA_ENABLED=1 WARMDOWN_ITERS=3500 GRAD_CLIP_NORM=1.0	Matched adapting follow-up on `candidate/mar27/ve-logscale-l8-d12` with log-parameterized local-only VE updates; logs confirm `scale_mode:log_exp`, matched_params=1, adapted_chunks=1892, update_steps=968704, stride_active=1, and delta_budget_ratio=0.100. Pre-quant already collapses to 2.0941, and the final post-quant int8+zlib roundtrip lands at 2.10794132 with a valid 15975850-byte artifact, which is +0.93460348 vs r82 and +0.93484182 vs the promoted best r80. This closes the exact log-param local-only VE adapting line; the next cycle should pivot to a learned update-scale/clamp or tiny bank-local adaptive matrix rather than another identical env-only rerun.
96ad3a5	1.17430575	15966809	yes	anchor	code: learned bounded VE update gain; VE_ENABLED=1 VE_DIM=12 VE_LAYERS=8 TTT_ENABLE=1 TTT_PROTOCOL=score_first TTT_SCOPE=global TTT_EPOCHS=0 TTT_LR=0.002 TTT_MOMENTUM=0.9 TTT_CHUNK_TOKENS=32768 TTT_PARAM_PATTERNS=ve_layer_scales TTT_DELTA_BUDGET_RATIO=0.10 XSA_LAST_N=9 EVAL_STRIDE=64 EMA_ENABLED=1 WARMDOWN_ITERS=3500	Candidate branch adds a bounded learned per-layer update gain on the 1-param local VE surface while keeping `ve_layer_scales` as the only TTT write target. Logs confirm `update_gain_mode:bounded_sigmoid`, `ve:update_gains_final:1.5643`, matched_params=1, adapted_chunks=0, update_steps=0, and stride_active=1. Pre-quant lands at 1.1666 and the final int8+zlib roundtrip at 1.17430575 with a valid 15966809-byte artifact, which is +0.00120625 vs promoted r80 and +0.00096791 vs log-param anchor r82, so the branch stays archived but remains near-baseline enough to justify one matched adapting follow-up next cycle.
96ad3a5	2.09894104	15977526	yes	discard	code: learned bounded VE update gain; TTT_ENABLE=1 TTT_PROTOCOL=score_first TTT_SCOPE=global TTT_EPOCHS=1 TTT_LR=0.002 TTT_MOMENTUM=0.9 TTT_CHUNK_TOKENS=32768 TTT_PARAM_PATTERNS=ve_layer_scales VE_ENABLED=1 VE_DIM=12 VE_LAYERS=8 TTT_DELTA_BUDGET_RATIO=0.10 XSA_LAST_N=9 EVAL_STRIDE=64 EMA_ENABLED=1 WARMDOWN_ITERS=3500 GRAD_CLIP_NORM=1.0	Matched adapting follow-up on `candidate/mar27/ve-learned-updategain-l8-d12`; logs confirm `update_gain_mode:bounded_sigmoid`, `ve:update_gains_final:1.5281`, matched_params=1, adapted_chunks=1892, update_steps=968704, and stride_active=1. Pre-quant lands at 2.0861 and the final post-quant int8+zlib roundtrip lands at 2.09894104 with a valid 15977526-byte artifact, which is +0.92463529 vs matched r84 and +0.92584154 vs promoted r80, even though it is 0.00900028 better than r83. This closes the exact learned-gain local-only VE adapting line and the next cycle should pivot to a tiny bank-local adaptive matrix or a competitor-inspired parallel-residual/lane-mix self-learning surface rather than another scalar-only VE rerun.
27e90a9	1.17483713	15975633	yes	anchor	code: tiny bank-local matrix surface; TTT_ENABLE=1 TTT_PROTOCOL=score_first TTT_SCOPE=global TTT_EPOCHS=0 TTT_LR=0.002 TTT_MOMENTUM=0.9 TTT_CHUNK_TOKENS=32768 TTT_PARAM_PATTERNS=blocks.8.bank_local_matrix. VE_ENABLED=1 VE_DIM=12 VE_LAYERS=8 BLM_ENABLED=1 BLM_BANKS=4 BLM_RANK=4 BLM_LAYERS=8 TTT_DELTA_BUDGET_RATIO=0.10 XSA_LAST_N=9 EVAL_STRIDE=64 EMA_ENABLED=1 WARMDOWN_ITERS=3500	Candidate branch adds a tiny 4-bank rank-4 late `bank_local_matrix` lane on layer 8 and uses it as the only score-first TTT surface on top of the promoted VE/XSA substrate. Logs confirm `blm:enabled=True banks:4 rank:4 requested_layers:8 active_layers:[8]`, `matched_params=4096`, `adapted_chunks=0`, `update_steps=0`, `stride_active=1`, and `xsa:last_n:9`; pre-quant lands at 1.1674 and the final post-quant int8+zlib roundtrip lands at 1.17483713 with a valid 15975633-byte artifact, which is +0.00173763 vs promoted r80. The branch stays unmerged, but the richer surface clears the no-update legality/size gate and earns one matched adapting follow-up next cycle before any lane-mix pivot.
27e90a9	2.05450762	15989170	yes	discard	code: tiny bank-local matrix surface; TTT_ENABLE=1 TTT_PROTOCOL=score_first TTT_SCOPE=global TTT_EPOCHS=1 TTT_LR=0.002 TTT_MOMENTUM=0.9 TTT_CHUNK_TOKENS=32768 TTT_PARAM_PATTERNS=blocks.8.bank_local_matrix. VE_ENABLED=1 VE_DIM=12 VE_LAYERS=8 BLM_ENABLED=1 BLM_BANKS=4 BLM_RANK=4 BLM_LAYERS=8 TTT_DELTA_BUDGET_RATIO=0.10 XSA_LAST_N=9 EVAL_STRIDE=64 EMA_ENABLED=1 WARMDOWN_ITERS=3500 GRAD_CLIP_NORM=1.0	Matched adapting follow-up on `candidate/mar27/tiny-bank-local-matrix-l8`; logs confirm `blm:enabled=True banks:4 rank:4 requested_layers:8 active_layers:[8]`, `matched_params=4096`, `adapted_chunks=1892`, `update_steps=968704`, and `stride_active=1`. Pre-quant already collapses to 2.0418 and the final post-quant int8+zlib roundtrip lands at 2.05450762 with a valid 15989170-byte artifact, which is +0.87967049 vs matched r86 and +0.88140812 vs promoted r80. This closes the exact bank-local matrix adapting line; the next cycle should pivot to `candidate/mar27/parallel-residual-lanemix` anchor-first rather than another env-only BLM retry.
884d7d7	1.17159825	15971486	yes	promote	code: late-layer parallel residual lane mix; VE_ENABLED=1 VE_DIM=12 VE_LAYERS=8 LANEMIX_ENABLED=1 LANEMIX_LAYERS=8 LANEMIX_INIT_GAIN=0.05 TTT_ENABLE=1 TTT_PROTOCOL=score_first TTT_SCOPE=global TTT_EPOCHS=0 TTT_LR=0.002 TTT_MOMENTUM=0.9 TTT_CHUNK_TOKENS=32768 TTT_PARAM_PATTERNS=lane_mix TTT_DELTA_BUDGET_RATIO=0.10 XSA_LAST_N=9 EVAL_STRIDE=64 EMA_ENABLED=1 WARMDOWN_ITERS=3500	Candidate branch adds a tiny late-layer parallel-residual `lane_mix` surface on block 8 and uses the 3-parameter `lane_mix` target as the score-first anchor surface. Logs confirm `lanemix:enabled=True requested_layers:8 active_layers:[8]`, `matched_params=3`, `adapted_chunks=0`, `update_steps=0`, `stride_active=1`, and `xsa:last_n:9`; pre-quant lands at 1.1653 and the final post-quant int8+zlib roundtrip lands at 1.17159825 with a valid 15971486-byte artifact, improving promoted r80 by 0.00150125. The candidate earns promotion and becomes the new reference before one matched adapting lane-mix follow-up.
884d7d7	2.09630532	15984335	yes	discard	TTT_ENABLE=1 TTT_PROTOCOL=score_first TTT_SCOPE=global TTT_EPOCHS=1 TTT_LR=0.0005 TTT_MOMENTUM=0.9 TTT_CHUNK_TOKENS=32768 TTT_PARAM_PATTERNS=lane_mix VE_ENABLED=1 VE_DIM=12 VE_LAYERS=8 LANEMIX_ENABLED=1 LANEMIX_LAYERS=8 LANEMIX_INIT_GAIN=0.05 TTT_DELTA_BUDGET_RATIO=0.10 XSA_LAST_N=9 EVAL_STRIDE=64 EMA_ENABLED=1 WARMDOWN_ITERS=3500 GRAD_CLIP_NORM=1.0	Matched adapting follow-up on promoted `884d7d7` with lower-LR score-first updates on the exact 3-parameter `lane_mix` surface. Logs confirm real legal adaptation twice (`matched_params=3`, `adapted_chunks=1892`, `update_steps=968704`, `stride_active=1`, `xsa:last_n:9`), but pre-quant already collapses to 2.0853 and the final post-quant int8+zlib roundtrip lands at 2.09630532 with a valid 15984335-byte artifact, which is +0.92470707 vs promoted r88 while leaving only 15665 bytes of headroom. This closes the exact plain-SGD low-LR lane-mix adapting line; the next cycle should spend at most one paired late `q_gain+lane_mix` probe or pivot to `candidate/mar27/recur-gate-selflearn` anchor-first.
